Code_Ligne,Variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus,Distance
025t,"2","3","5762",THOMAS,THOMAS,Thomas,Thomas,149703.00000000000,172812.00000000000,T,"25",BOONDAEL GARE,1239.402
025t,"2","4",2720F,LIEDTS,LIEDTS,Liedts,Liedts,149800.00000000000,172671.00000000000,T,"25",BOONDAEL GARE,1421.853
025t,"2","5",6201F,LEFRANCQ,LEFRANCQ,Lefrancq,Lefrancq,149976.29999999999,172335.29999999999,T,"25",BOONDAEL GARE,1821.483
025t,"2","6","6202",ROBIANO,ROBIANO,Robiano,Robiano,150181.00000000000,172267.00000000000,T,"25",BOONDAEL GARE,2037.283
025t,"2","7",6203F,COTEAUX,WIJNHEUVELEN,Coteaux,Wijnheuvelen,150596.00000000000,172123.00000000000,T,"25",BOONDAEL GARE,2476.552
025t,"2","8",3360F,BIENFAITEURS,WELDOENERS,Bienfaiteurs,Weldoeners,151106.00000000000,171921.00000000000,T,"25",BOONDAEL GARE,3038.687
025t,"2","9","6204",PATRIE,VADERLAND,Patrie,Vaderland,151584.00000000000,171760.00000000000,T,"25",BOONDAEL GARE,3557.745
025t,"2","10",2242F,MEISER,MEISER,Meiser,Meiser,151990.00000000000,171648.00000000000,T,"25",BOONDAEL GARE,3982.885
025t,"2","11",2246F,MEISER,MEISER,Meiser,Meiser,152127.00000000000,171559.00000000000,T,"25",BOONDAEL GARE,4152.552
025t,"2","12","0821",DIAMANT,DIAMANT,Diamant,Diamant,152371.50000000000,170948.29999999999,T,"25",BOONDAEL GARE,4811.641
025t,"2","13","0811",GEORGES HENRI,GEORGES HENRI,Georges Henri,Georges Henri,152595.10000000001,170339.10000000001,T,"25",BOONDAEL GARE,5460.638
025t,"2","14","0801",MONTGOMERY,MONTGOMERY,Montgomery,Montgomery,152707.00000000000,169635.00000000000,T,"25",BOONDAEL GARE,6195.273
025t,"2","15","0901",BOILEAU,BOILEAU,Boileau,Boileau,152566.70000000001,169171.29999999999,T,"25",BOONDAEL GARE,6679.755
025t,"2","16","5312",PETILLON,PETILLON,Pétillon,Pétillon,152365.00000000000,168764.00000000000,T,"25",BOONDAEL GARE,7138.031
025t,"2","17","5311",ARSENAL,ARSENAAL,Arsenal,Arsenaal,152003.00000000000,168443.00000000000,T,"25",BOONDAEL GARE,7623.836
025t,"2","18",5266F,VUB,VUB,VUB,VUB,151744.00000000000,168234.00000000000,T,"25",BOONDAEL GARE,7956.714
025t,"2","19","5205",ETTERBEEK GARE,ETTERBEEK STATION,Etterbeek Gare,Etterbeek Station,151414.00000000000,167973.00000000000,T,"25",BOONDAEL GARE,8377.493
025t,"2","20",5200F,ROFFIAEN,ROFFIAEN,Roffiaen,Roffiaen,150909.00000000000,167694.00000000000,T,"25",BOONDAEL GARE,8957.691
025t,"2","21",2397F,BUYL,BUYL,Buyl,Buyl,150840.00000000000,167445.00000000000,T,"25",BOONDAEL GARE,9309.054
025t,"2","22",5407F,ULB,ULB,ULB,ULB,151083.00000000000,167069.00000000000,T,"25",BOONDAEL GARE,9770.155
025t,"2","23",5413F,SOLBOSCH,SOLBOS,Solbosch,Solbos,151205.00000000000,166673.00000000000,T,"25",BOONDAEL GARE,10190.288
025t,"2","24",5414F,MARIE-JOSE,MARIE-JOSE,Marie-José,Marie-José,151331.00000000000,166215.00000000000,T,"25",BOONDAEL GARE,10669.911
025t,"2","25",5415F,BRESIL,BRAZILIE,Brésil,Brazilië,151539.00000000000,165797.89999999999,T,"25",BOONDAEL GARE,11141.274
025t,"2","26",5416F,BOONDAEL GARE,BOONDAAL STATION,Boondael Gare,Boondaal Station,151741.00000000000,165635.00000000000,T,"25",BOONDAEL GARE,11402.130
032t,"2","1",5732F,DROGENBOS,DROGENBOS,Drogenbos,Drogenbos,146423.29999999999,163932.60000000001,T,"32",DA VINCI,1.338
032t,"2","2","5751",GRAND'ROUTE,GROTE BAAN,Grand'Route,Grote Baan,146389.00000000000,164142.00000000000,T,"32",DA VINCI,224.609
032t,"2","3",5753F,RODTS,RODTS,Rodts,Rodts,146436.00000000000,164396.00000000000,T,"32",DA VINCI,482.925
032t,"2","4","5754",KEYENBEMPT,KEYENBEMPT,Keyenbempt,Keyenbempt,146601.00000000000,164774.00000000000,T,"32",DA VINCI,928.458
032t,"2","5",1258G,CARREFOUR STALLE,KRUISPUNT STALLE,Carrefour Stalle,Kruispunt Stalle,146639.00000000000,165147.00000000000,T,"32",DA VINCI,1317.178
032t,"2","6",5756F,MERLO,MERLO,Merlo,Merlo,146522.00000000000,165405.00000000000,T,"32",DA VINCI,1608.406
032t,"2","7",2663G,NEERSTALLE,NEERSTALLE,Neerstalle,Neerstalle,146374.00000000000,165648.00000000000,T,"32",DA VINCI,1900.844
032t,"2","8",2669F,BEMPT,BEMPT,Bempt,Bempt,146261.00000000000,165796.00000000000,T,"32",DA VINCI,2089.296
032t,"2","9",2665F,MAX WALLER,MAX WALLER,Max Waller,Max Waller,146171.00000000000,166241.00000000000,T,"32",DA VINCI,2611.393
032t,"2","10",5152G,SAINT-DENIS,SINT-DENIJS,Saint-Denis,Sint-Denijs,146421.00000000000,166678.00000000000,T,"32",DA VINCI,3126.227
032t,"2","11",5161F,FOREST CENTRE,VORST CENTRUM,Forest Centre,Vorst Centrum,146476.00000000000,166791.00000000000,T,"32",DA VINCI,3252.351
032t,"2","12",2667F,MONACO,MONACO,Monaco,Monaco,146769.00000000000,166940.00000000000,T,"32",DA VINCI,3591.731
032t,"2","13","2668",ZAMAN-FOREST NAT.,ZAMAN-VORST NAT.,Zaman-Forest National,Zaman-Vorst Nationaal,146914.00000000000,167063.00000000000,T,"32",DA VINCI,3819.545
032t,"2","14","5155",CHATAIGNES,KASTANJES,Châtaignes,Kastanjes,146944.00000000000,167438.00000000000,T,"32",DA VINCI,4195.750
032t,"2","15","5151",UNION,UNION,Union,Union,146981.00000000000,167805.00000000000,T,"32",DA VINCI,4564.532
032t,"2","16",5159F,WIELS,WIELS,Wiels,Wiels,147010.00000000000,168273.00000000000,T,"32",DA VINCI,5033.440
032t,"2","17",5757F,ORBAN,ORBAN,Orban,Orban,147092.00000000000,168540.00000000000,T,"32",DA VINCI,5314.552
032t,"2","18",2672F,IMPRIMERIE,DRUKKERIJ,Imprimerie,Drukkerij,147315.00000000000,168848.00000000000,T,"32",DA VINCI,5695.096
032t,"2","19",2670F,AVENUE DU ROI,KONINGSLAAN,Avenue du Roi,Koningslaan,147471.00000000000,169029.00000000000,T,"32",DA VINCI,5933.998
032t,"2","20",2671F,SUEDE,ZWEDEN,Suède,Zweden,147705.00000000000,169318.00000000000,T,"32",DA VINCI,6305.819
032t,"2","21","0636",GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147792.00000000000,169600.00000000000,T,"32",DA VINCI,6667.596
032t,"2","22","0626",LEMONNIER,LEMONNIER,Lemonnier,Lemonnier,148074.00000000000,169999.00000000000,T,"32",DA VINCI,7188.065
032t,"2","23","0616",ANNEESSENS,ANNEESSENS,Anneessens,Anneessens,148379.00000000000,170454.00000000000,T,"32",DA VINCI,7736.417
032t,"2","24","0606",BOURSE,BEURS,Bourse,Beurs,148641.00000000000,170854.00000000000,T,"32",DA VINCI,8214.642
032t,"2","25","0506",DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148920.00000000000,171261.00000000000,T,"32",DA VINCI,8708.493
032t,"2","26","0516",ROGIER,ROGIER,Rogier,Rogier,149277.70000000001,171726.70000000001,T,"32",DA VINCI,9296.281
032t,"2","27","0526",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149419.00000000000,172259.00000000000,T,"32",DA VINCI,9849.796
032t,"2","28","5762",THOMAS,THOMAS,Thomas,Thomas,149703.00000000000,172812.00000000000,T,"32",DA VINCI,10548.366
032t,"2","29",2720F,LIEDTS,LIEDTS,Liedts,Liedts,149800.00000000000,172671.00000000000,T,"32",DA VINCI,10730.817
032t,"2","30",2786F,GALLAIT,GALLAIT,Gallait,Gallait,149930.00000000000,172778.00000000000,T,"32",DA VINCI,10961.047
032t,"2","31",5765F,PAVILLON,PAVILJOEN,Pavillon,Paviljoen,150182.00000000000,173242.00000000000,T,"32",DA VINCI,11489.090
032t,"2","32","5766",VERBOEKHOVEN,VERBOEKHOVEN,Verboekhoven,Verboekhoven,150530.00000000000,173417.00000000000,T,"32",DA VINCI,11892.139
032t,"2","33","5865",WAELHEM,WAELHEM,Waelhem,Waelhem,150897.00000000000,173298.00000000000,T,"32",DA VINCI,12294.482
032t,"2","34","5866",FOYER SCHAERBEEK.,SCHAARBEEK. HAARD,Foyer Schaerbeekois,Schaarbeekse Haard,151142.00000000000,173506.00000000000,T,"32",DA VINCI,12631.758
032t,"2","35",5867F,HELMET,HELMET,Helmet,Helmet,151335.00000000000,173752.00000000000,T,"32",DA VINCI,12946.025
032t,"2","36","5868",TILLEUL,LINDE,Tilleul,Linde,151661.00000000000,173938.00000000000,T,"32",DA VINCI,13330.907
032t,"2","37","5801",PAIX,VREDE,Paix,Vrede,152261.00000000000,174060.00000000000,T,"32",DA VINCI,13956.967
032t,"2","38",2900F,FONSON,FONSON,Fonson,Fonson,152473.00000000000,174299.00000000000,T,"32",DA VINCI,14303.660
032t,"2","39","2901",VAN CUTSEM,VAN CUTSEM,Van Cutsem,Van Cutsem,152726.00000000000,174420.00000000000,T,"32",DA VINCI,14604.629
032t,"2","40",5362F,BORDET STATION,BORDET STATION,Bordet Station,Bordet Station,152897.00000000000,174198.00000000000,T,"32",DA VINCI,14967.182
032t,"2","41","5039",DA VINCI,DA VINCI,Da Vinci,Da Vinci,153081.00000000000,174043.00000000000,T,"32",DA VINCI,15258.133
039t,"2","1",5528F,BAN-EIK,BAN-EIK,Ban-Eik,Ban-Eik,159416.70000000001,170229.50000000000,T,"39",MONTGOMERY,0.000
039t,"2","2","5521",TER MEEREN,TER MEEREN,Ter Meeren,Ter Meeren,159222.00000000000,170551.00000000000,T,"39",MONTGOMERY,375.859
039t,"2","3","5522",RUISSEAU,BEEK,Ruisseau,Beek,158594.00000000000,170721.00000000000,T,"39",MONTGOMERY,1066.228
039t,"2","4","5523",LOUIS MARCELIS,LOUIS MARCELIS,Louis Marcelis,Louis Marcelis,158135.00000000000,170660.00000000000,T,"39",MONTGOMERY,1529.266
039t,"2","5","5524",BEL-AIR,SCHONE LUCHT,Bel-Air,Schone Lucht,157783.00000000000,170613.00000000000,T,"39",MONTGOMERY,1884.396
039t,"2","6","5525",DE BURBURE,DE BURBURE,de Burbure,de Burbure,157345.00000000000,170553.00000000000,T,"39",MONTGOMERY,2326.485
039t,"2","7","5533",EGLANTIERS,WILDEROZEN,Églantiers,Wilderozen,156884.00000000000,170491.00000000000,T,"39",MONTGOMERY,2791.637
039t,"2","8","5530",AMITIE,VRIENDSCHAP,Amitié,Vriendschap,156744.00000000000,170472.00000000000,T,"39",MONTGOMERY,2932.921
039t,"2","9",6475F,STOCKEL,STOKKEL,Stockel,Stokkel,156802.00000000000,170079.00000000000,T,"39",MONTGOMERY,3367.791
039t,"2","10","5551",ESCRIME,SCHERMKUNST,Escrime,Schermkunst,156650.00000000000,169747.00000000000,T,"39",MONTGOMERY,3754.017
039t,"2","11","5553",AVIATION,LUCHTVAART,Aviation,Luchtvaart,156212.00000000000,169390.00000000000,T,"39",MONTGOMERY,4319.501
039t,"2","12","5554",RUE AU BOIS,BOSSTRAAT,Rue au Bois,Bosstraat,155821.00000000000,168954.00000000000,T,"39",MONTGOMERY,4908.843
039t,"2","13","5555",MADOUX,MADOUX,Madoux,Madoux,155348.00000000000,168554.00000000000,T,"39",MONTGOMERY,5588.474
039t,"2","14","5556",DE VILLALOBAR,DE VILLALOBAR,de Villalobar,de Villalobar,154927.00000000000,168606.00000000000,T,"39",MONTGOMERY,6026.000
039t,"2","15",5273F,MUSEE DU TRAM,TRAMMUSEUM,Musée du Tram,Trammuseum,154487.00000000000,169097.00000000000,T,"39",MONTGOMERY,6750.544
039t,"2","16","5559",CHIEN VERT,GROENE HOND,Chien Vert,Groene Hond,154161.00000000000,169409.00000000000,T,"39",MONTGOMERY,7227.948
039t,"2","17","5560",JULES CESAR,JULIUS CAESAR,Jules César,Julius Caesar,153640.00000000000,169395.00000000000,T,"39",MONTGOMERY,7757.172
039t,"2","18",5561F,LEOPOLD II,LEOPOLD II,Léopold II,Leopold II,153289.00000000000,169537.00000000000,T,"39",MONTGOMERY,8140.142
039t,"2","19","5562",GJ MARTIN,GJ MARTIN,GJ Martin,GJ Martin,153053.00000000000,169688.00000000000,T,"39",MONTGOMERY,8506.826
039t,"2","20","0089",MONTGOMERY,MONTGOMERY,Montgomery,Montgomery,152832.89999999999,169733.29999999999,T,"39",MONTGOMERY,8777.803
044t,"2","1","9557",TERVUREN STATION,TERVUREN STATION,Tervuren Station,Tervuren Station,160192.00000000000,168838.00000000000,T,"44",MONTGOMERY,0.028
044t,"2","2","9575",OPPEMSTRAAT,OPPEMSTRAAT,Oppemstraat,Oppemstraat,159749.00000000000,168373.00000000000,T,"44",MONTGOMERY,758.987
044t,"2","3","9577",BRUSSELSESTEENWEG,BRUSSELSESTEENWEG,Brusselsesteenweg,Brusselsesteenweg,159181.00000000000,168027.00000000000,T,"44",MONTGOMERY,1424.073
044t,"2","4","9578",RAVENSTEIN,RAVENSTEIN,Ravenstein,Ravenstein,158046.00000000000,167461.00000000000,T,"44",MONTGOMERY,2721.423
044t,"2","5","5655",QUATRE BRAS,VIER ARMEN,Quatre Bras,Vier Armen,157612.00000000000,167785.00000000000,T,"44",MONTGOMERY,3278.724
044t,"2","6","5656",TIR AUX PIGEONS,DUIVENSCHIETING,Tir aux Pigeons,Duivenschieting,156972.00000000000,167719.00000000000,T,"44",MONTGOMERY,3951.063
044t,"2","7","5657",DREVE DES BRULES,VERBRANDENDREEF,Drève des Brûlés,Verbrandendreef,156245.00000000000,167619.00000000000,T,"44",MONTGOMERY,4684.901
044t,"2","8","5658",AUDERGHEM-FORET,OUDERGEM-WOUD,Auderghem-Forêt,Oudergem-Woud,155749.00000000000,167578.00000000000,T,"44",MONTGOMERY,5193.163
044t,"2","9","5659",TROIS COULEURS,DRIE KLEUREN,Trois Couleurs,Drie Kleuren,155546.00000000000,167971.00000000000,T,"44",MONTGOMERY,5657.106
044t,"2","10","5555",MADOUX,MADOUX,Madoux,Madoux,155348.00000000000,168554.00000000000,T,"44",MONTGOMERY,6281.904
044t,"2","11","5556",DE VILLALOBAR,DE VILLALOBAR,de Villalobar,de Villalobar,154927.00000000000,168606.00000000000,T,"44",MONTGOMERY,6719.429
044t,"2","12",5273F,MUSEE DU TRAM,TRAMMUSEUM,Musée du Tram,Trammuseum,154487.00000000000,169097.00000000000,T,"44",MONTGOMERY,7443.973
044t,"2","13","5559",CHIEN VERT,GROENE HOND,Chien Vert,Groene Hond,154161.00000000000,169409.00000000000,T,"44",MONTGOMERY,7921.378
044t,"2","14","5560",JULES CESAR,JULIUS CAESAR,Jules César,Julius Caesar,153640.00000000000,169395.00000000000,T,"44",MONTGOMERY,8450.602
044t,"2","15",5561F,LEOPOLD II,LEOPOLD II,Léopold II,Leopold II,153289.00000000000,169537.00000000000,T,"44",MONTGOMERY,8833.572
044t,"2","16","5562",GJ MARTIN,GJ MARTIN,GJ Martin,GJ Martin,153053.00000000000,169688.00000000000,T,"44",MONTGOMERY,9200.256
044t,"2","17","0089",MONTGOMERY,MONTGOMERY,Montgomery,Montgomery,152832.89999999999,169733.29999999999,T,"44",MONTGOMERY,9471.233
051t,"2","1",5822F,VAN HAELEN,VAN HAELEN,Van Haelen,Van Haelen,146991.70000000001,163406.60000000001,T,"51",STADE,0.604
051t,"2","2","5824",CREMATORIUM,CREMATORIUM,Crematorium,Crematorium,147150.00000000000,163811.00000000000,T,"51",STADE,434.970
051t,"2","3","5860",BOURDON,HORZEL,Bourdon,Horzel,147255.00000000000,164073.00000000000,T,"51",STADE,717.227
051t,"2","4",1961G,ENGELAND,ENGELAND,Engeland,Engeland,147550.00000000000,164275.00000000000,T,"51",STADE,1091.912
051t,"2","5",1962F,UCCLE CALEVOET,UKKEL KALEVOET,Uccle Calevoet,Ukkel Kalevoet,147472.00000000000,164529.00000000000,T,"51",STADE,1362.170
051t,"2","6",2166F,JEANNE HERREMAN,JEANNE HERREMAN,Jeanne Herreman,Jeanne Herreman,147564.20000000001,164848.00000000000,T,"51",STADE,1704.125
051t,"2","7",1964F,RITTWEGER,RITTWEGER,Rittweger,Rittweger,147705.60000000001,165243.50000000000,T,"51",STADE,2124.531
051t,"2","8",5853G,GLOBE,GLOBE,Globe,Globe,147724.00000000000,165453.00000000000,T,"51",STADE,2335.384
051t,"2","9",1985G,GLOBE,GLOBE,Globe,Globe,147803.00000000000,165581.60000000001,T,"51",STADE,2503.383
051t,"2","10",5058F,HEROS,HELDEN,Héros,Helden,148089.79999999999,165912.00000000000,T,"51",STADE,2959.710
051t,"2","11","5059",BOETENDAEL,BOETENDAEL,Boetendael,Boetendael,148264.60000000001,166348.00000000000,T,"51",STADE,3429.441
051t,"2","12","5060",MESSIDOR,MESSIDOR,Messidor,Messidor,148411.60000000001,166711.10000000001,T,"51",STADE,3821.169
051t,"2","13",6424F,VANDERKINDERE,VANDERKINDERE,Vanderkindere,Vanderkindere,148503.00000000000,167101.00000000000,T,"51",STADE,4233.922
051t,"2","14","6209",BERKENDAEL,BERKENDAAL,Berkendael,Berkendaal,148400.00000000000,167516.00000000000,T,"51",STADE,4661.501
051t,"2","15","0722",ALBERT,ALBERT,Albert,Albert,148225.00000000000,167986.00000000000,T,"51",STADE,5237.730
051t,"2","16","0723",HORTA,HORTA,Horta,Horta,148389.00000000000,168402.00000000000,T,"51",STADE,5689.658
051t,"2","17","0724",PARVIS ST-GILLES,ST-GILLISVOORPL.,Parvis Saint-Gilles,Sint-Gillisvoorplein,148397.89999999999,168835.89999999999,T,"51",STADE,6250.481
051t,"2","18","0725",PORTE DE HAL,HALLEPOORT,Porte de Hal,Hallepoort,148179.00000000000,169156.00000000000,T,"51",STADE,6655.004
051t,"2","19","0726",GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147799.00000000000,169575.00000000000,T,"51",STADE,7239.684
051t,"2","20","6601",LEMONNIER,LEMONNIER,Lemonnier,Lemonnier,148017.00000000000,169997.00000000000,T,"51",STADE,7894.510
051t,"2","21",2401F,PTE D'ANDERLECHT,ANDERLECHTSEPOORT,Porte d'Anderlecht,Anderlechtsepoort,147897.00000000000,170552.00000000000,T,"51",STADE,8462.405
051t,"2","22",6608G,ARTS ET METIERS,ARTS ET METIERS,Arts et Métiers,Arts et Métiers,147818.79999999999,170844.29999999999,T,"51",STADE,8765.248
051t,"2","23",6649F,PORTE DE NINOVE,NINOOFSEPOORT,Porte de Ninove,Ninoofsepoort,147904.10000000001,171141.29999999999,T,"51",STADE,9096.458
051t,"2","24",6604F,PORTE DE FLANDRE,VLAAMSEPOORT,Porte de Flandre,Vlaamsepoort,148130.00000000000,171511.00000000000,T,"51",STADE,9529.915
051t,"2","25",2848F,MARGUERITE DURAS,MARGUERITE DURAS,Marguerite Duras,Marguerite Duras,148442.39999999999,171677.70000000001,T,"51",STADE,9997.166
051t,"2","26","6607",YSER,IJZER,Yser,IJzer,148594.00000000000,171928.00000000000,T,"51",STADE,10319.139
051t,"2","27","5071",SAINCTELETTE,SAINCTELETTE,Sainctelette,Sainctelette,148294.00000000000,172107.00000000000,T,"51",STADE,10690.282
051t,"2","28","5072",RIBAUCOURT,RIBAUCOURT,Ribaucourt,Ribaucourt,148009.00000000000,172226.00000000000,T,"51",STADE,11000.230
051t,"2","29","5089",JUBILE,JUBELFEEST,Jubilé,Jubelfeest,147851.00000000000,172365.00000000000,T,"51",STADE,11229.412
051t,"2","30",5074F,VANDERSTICHELEN,VANDERSTICHELEN,Vanderstichelen,Vanderstichelen,147866.00000000000,172870.00000000000,T,"51",STADE,11778.523
051t,"2","31",5076F,BELGICA,BELGICA,Belgica,Belgica,147669.00000000000,173041.00000000000,T,"51",STADE,12039.386
051t,"2","32","5077",ODON WARLAND,ODON WARLAND,Odon Warland,Odon Warland,147600.00000000000,173390.00000000000,T,"51",STADE,12399.709
051t,"2","33",5078F,WOESTE,WOESTE,Woeste,Woeste,147524.89999999999,173870.60000000001,T,"51",STADE,12886.215
051t,"2","34","5079",DEMINEURS,ONTMIJNERS,Démineurs,Ontmijners,147472.00000000000,174179.00000000000,T,"51",STADE,13199.104
051t,"2","35","5080",CIM. DE JETTE,KERKH. VAN JETTE,Cimetière de Jette,Kerkhof van Jette,147552.00000000000,174315.00000000000,T,"51",STADE,13360.320
051t,"2","36",5081F,GUILL. DE GREEF,GUILL. DE GREEF,Guillaume De Greef,Guillaume De Greef,147668.00000000000,174695.00000000000,T,"51",STADE,13780.335
051t,"2","37","5471",HOPITAL BRUGMANN,BRUGMANN-ZIEKENH.,Hôpital Brugmann,Brugmann-ziekenhuis,147552.00000000000,175096.00000000000,T,"51",STADE,14240.901
051t,"2","38",5398F,POLYCL. BRUGMANN,POLIKL. BRUGMANN,Polyclinique Brugmann,Polikliniek Brugmann,147561.00000000000,175430.00000000000,T,"51",STADE,14666.202
051t,"2","39","5472",STIENON,STIENON,Stiénon,Stiénon,147295.00000000000,175615.00000000000,T,"51",STADE,15067.896
051t,"2","40","1289",STADE,STADION,Stade,Stadion,147404.39999999999,175940.70000000001,T,"51",STADE,15535.021
055t,"2","1","0529",ROGIER,ROGIER,Rogier,Rogier,149294.00000000000,171760.00000000000,T,"55",DA VINCI,0.000
055t,"2","2","0536",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149403.00000000000,172264.00000000000,T,"55",DA VINCI,519.356
055t,"2","3","5762",THOMAS,THOMAS,Thomas,Thomas,149703.00000000000,172812.00000000000,T,"55",DA VINCI,1220.821
055t,"2","4",2720F,LIEDTS,LIEDTS,Liedts,Liedts,149800.00000000000,172671.00000000000,T,"55",DA VINCI,1403.272
055t,"2","5",2786F,GALLAIT,GALLAIT,Gallait,Gallait,149930.00000000000,172778.00000000000,T,"55",DA VINCI,1633.502
055t,"2","6",5765F,PAVILLON,PAVILJOEN,Pavillon,Paviljoen,150182.00000000000,173242.00000000000,T,"55",DA VINCI,2161.545
055t,"2","7","5766",VERBOEKHOVEN,VERBOEKHOVEN,Verboekhoven,Verboekhoven,150530.00000000000,173417.00000000000,T,"55",DA VINCI,2564.595
055t,"2","8","5865",WAELHEM,WAELHEM,Waelhem,Waelhem,150897.00000000000,173298.00000000000,T,"55",DA VINCI,2966.937
055t,"2","9","5866",FOYER SCHAERBEEK.,SCHAARBEEK. HAARD,Foyer Schaerbeekois,Schaarbeekse Haard,151142.00000000000,173506.00000000000,T,"55",DA VINCI,3304.213
055t,"2","10",5867F,HELMET,HELMET,Helmet,Helmet,151335.00000000000,173752.00000000000,T,"55",DA VINCI,3618.481
055t,"2","11","5868",TILLEUL,LINDE,Tilleul,Linde,151661.00000000000,173938.00000000000,T,"55",DA VINCI,4003.362
055t,"2","12","5801",PAIX,VREDE,Paix,Vrede,152261.00000000000,174060.00000000000,T,"55",DA VINCI,4629.422
055t,"2","13",2900F,FONSON,FONSON,Fonson,Fonson,152473.00000000000,174299.00000000000,T,"55",DA VINCI,4976.116
055t,"2","14","2901",VAN CUTSEM,VAN CUTSEM,Van Cutsem,Van Cutsem,152726.00000000000,174420.00000000000,T,"55",DA VINCI,5277.084
055t,"2","15",5362F,BORDET STATION,BORDET STATION,Bordet Station,Bordet Station,152897.00000000000,174198.00000000000,T,"55",DA VINCI,5639.637
055t,"2","16","5039",DA VINCI,DA VINCI,Da Vinci,Da Vinci,153081.00000000000,174043.00000000000,T,"55",DA VINCI,5930.588
062t,"2","1","6502",CIM. DE JETTE,KERKH. VAN JETTE,Cimetière de Jette,Kerkhof van Jette,147498.00000000000,174378.00000000000,T,"62",EUROCONTROL,0.399
062t,"2","2","6501",CIM. DE JETTE,KERKH. VAN JETTE,Cimetière de Jette,Kerkhof van Jette,147629.00000000000,174310.00000000000,T,"62",EUROCONTROL,277.185
062t,"2","3","6505",FOYER JETTOIS,JETSE HAARD,Foyer Jettois,Jetse Haard,147872.00000000000,174291.00000000000,T,"62",EUROCONTROL,521.176
062t,"2","4","6504",JACOBS FONTAINE,JACOBS FONTAINE,Jacobs Fontaine,Jacobs Fontaine,148148.00000000000,174282.00000000000,T,"62",EUROCONTROL,797.327
062t,"2","5",4119F,BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148525.00000000000,174131.00000000000,T,"62",EUROCONTROL,1242.020
062t,"2","6","6100",MOORSLEDE,MOORSLEDE,Moorslede,Moorslede,148753.00000000000,174134.00000000000,T,"62",EUROCONTROL,1485.003
062t,"2","7","6122",PRINC. CLEMENTINE,PRINS. CLEMENTINA,Princesse Clémentine,Prinses Clementina,148947.00000000000,174085.00000000000,T,"62",EUROCONTROL,1686.774
062t,"2","8",2878F,MARIE-CHRISTINE,MARIA-CHRISTINA,Marie-Christine,Maria-Christina,149345.00000000000,173706.00000000000,T,"62",EUROCONTROL,2290.117
062t,"2","9",2543F,JULES DE TROOZ,JULES DE TROOZ,Jules De Trooz,Jules De Trooz,149478.00000000000,173376.00000000000,T,"62",EUROCONTROL,2646.792
062t,"2","10","6178",MASUI,MASUI,Masui,Masui,149561.00000000000,173199.00000000000,T,"62",EUROCONTROL,2842.265
062t,"2","11",2720F,LIEDTS,LIEDTS,Liedts,Liedts,149800.00000000000,172671.00000000000,T,"62",EUROCONTROL,3422.074
062t,"2","12",6201F,LEFRANCQ,LEFRANCQ,Lefrancq,Lefrancq,149976.29999999999,172335.29999999999,T,"62",EUROCONTROL,3821.704
062t,"2","13","6202",ROBIANO,ROBIANO,Robiano,Robiano,150181.00000000000,172267.00000000000,T,"62",EUROCONTROL,4037.505
062t,"2","14",6203F,COTEAUX,WIJNHEUVELEN,Coteaux,Wijnheuvelen,150596.00000000000,172123.00000000000,T,"62",EUROCONTROL,4476.773
